,target
16488,0
23519,0
28302,0
9789,1
10921,0
9812,1
20695,1
1868,0
16649,0
15601,0
6811,0
7246,1
28324,0
9162,0
10524,0
26408,1
7289,0
9580,0
28630,0
12357,0
20762,1
2732,0
7254,0
22985,1
23475,0
20935,0
26383,0
19756,1
522,1
18459,0
28507,0
27595,1
1591,0
14675,0
1383,0
15724,0
9050,1
24796,1
32233,1
23731,0
7059,1
17761,0
23840,1
3048,0
26218,0
21782,0
20066,0
19553,0
6160,0
8711,0
9327,0
6263,0
3146,0
23825,0
6922,0
11795,0
7909,0
18416,1
15102,0
16093,0
28206,0
21248,0
24390,0
1438,0
7045,0
25279,0
19743,0
6268,0
528,0
12594,1
19572,0
18978,0
352,0
27878,1
24928,0
5355,0
24379,0
17606,0
29360,0
8588,0
10023,0
17655,1
5695,0
28319,0
2298,0
10086,0
2483,0
31855,0
25382,0
16768,0
12282,0
29411,0
15416,0
21669,0
14589,0
28115,0
4764,0
25438,0
783,0
1537,1
30892,1
28368,1
5125,0
27102,1
6855,0
18969,0
23674,0
28318,0
23796,0
2814,0
3546,1
8250,0
19813,0
12373,0
3870,1
63,1
16196,1
13070,0
18764,0
20899,0
15448,1
1465,1
15992,1
8730,0
21617,0
12231,0
7170,0
22246,0
3089,0
17101,0
8324,0
13569,0
8892,0
3204,0
27726,0
4505,0
32275,0
10494,0
21535,0
29779,0
23822,0
15921,1
18298,0
5807,0
17865,0
16111,1
19325,1
9609,0
1288,1
27866,0
8866,0
9330,0
25759,0
19320,0
18382,1
10775,0
27418,0
16696,0
8944,0
11276,0
2315,0
24485,0
4410,0
14272,0
7860,0
23917,0
7236,0
5234,0
5012,1
30428,0
5452,0
28161,1
30236,1
21858,1
24418,1
2280,1
3499,1
5264,0
30300,0
28996,1
27083,1
26239,0
5954,0
16504,0
5563,1
6814,0
23041,0
8354,0
9880,0
30520,0
25528,0
29484,0
7540,1
5881,0
19324,1
2091,1
20204,0
22036,0
15569,0
12536,0
20182,0
9371,0
25878,0
9037,0
19207,0
23905,1
16712,0
15559,0
6123,0
23276,1
21475,0
29567,0
6786,0
2655,0
21627,1
17725,0
16084,0
8201,0
14172,0
12754,0
18851,0
4504,0
24802,0
29912,0
21680,0
23611,1
12261,0
12271,0
23266,1
561,0
3502,0
3636,0
30137,0
24613,0
26475,0
7380,0
31994,1
20622,0
14896,0
29824,1
15786,1
2954,1
18378,0
30870,0
10822,0
24868,1
11034,0
26824,1
12546,0
348,0
1271,0
7803,1
1515,1
25218,0
14427,0
31236,0
16635,0
15187,0
14387,0
13498,0
13702,0
9806,0
6101,0
1155,0
25209,0
11125,1
3402,0
20850,0
5010,0
15895,0
24148,0
28815,0
8186,0
25725,1
9738,1
640,1
30767,0
842,0
12832,0
2527,1
21621,0
21747,1
19227,0
11588,0
17135,1
20559,0
5128,0
21168,0
11307,1
25011,0
16106,0
12606,0
28337,1
10288,0
23142,0
17146,1
25629,1
14970,0
12338,1
24352,0
25940,1
12045,0
13275,0
7898,0
29626,0
13844,0
18026,0
28954,0
31413,0
31831,0
23026,0
9733,0
16225,0
1892,0
9134,0
3675,0
22829,0
14254,0
32406,1
12933,1
9479,0
19620,0
16213,0
27672,0
22280,0
11602,0
28137,0
25686,0
17022,0
31970,0
29797,1
7434,0
27806,0
2063,0
24675,0
12753,0
16787,0
15765,0
27753,1
1844,0
13992,0
10214,0
20970,1
1193,1
28095,0
7859,0
7274,0
10514,0
2173,0
8691,0
7742,0
24081,1
25787,1
8822,0
19171,0
32076,0
12746,1
6570,0
6185,0
30978,0
26359,0
9377,0
3604,0
12104,1
31496,0
15957,0
5631,0
12620,0
28581,0
2624,0
18110,0
24452,1
19306,0
18014,1
22796,0
3658,0
28527,0
5980,0
24904,1
14489,0
4731,0
28687,0
31250,0
12440,0
6545,0
9114,0
25634,0
18613,0
24741,0
13726,1
1805,0
21876,1
29324,0
30834,0
25324,0
2981,1
6920,1
1496,0
18150,1
27915,0
4537,0
29900,1
29439,0
19957,0
17093,0
20151,0
22669,0
2801,0
20047,1
3850,0
32145,0
15999,0
6819,0
30918,0
20,1
3735,0
28922,0
25293,0
26792,0
5350,0
18629,0
21045,1
11190,0
13116,0
32388,0
18956,0
15427,0
28427,0
3169,1
2122,1
8693,0
14263,1
6689,0
28492,1
3039,0
3595,1
10067,0
14693,0
3186,1
2745,0
27655,0
29862,1
24194,0
12827,0
22444,0
9019,1
10401,0
21884,0
13521,0
14745,0
7693,1
14301,1
28745,1
26023,0
2804,0
10176,1
3368,0
20755,0
23525,0
22486,0
5770,1
1788,1
794,0
9081,0
25462,1
20581,1
21533,0
25687,0
18870,0
29640,0
30376,0
11518,1
21198,0
27431,1
23213,0
376,1
4548,0
26537,0
4016,1
11303,0
11176,0
28791,0
30917,0
29059,0
21051,1
24701,0
31153,1
14585,0
29188,0
23469,0
8121,0
9521,0
16977,1
14957,0
13303,0
16717,0
17631,0
29269,0
4053,0
16577,0
22893,1
4714,0
13012,0
24788,0
28904,0
28724,1
16522,0
8422,0
13390,0
30004,0
28027,0
11016,0
21403,0
5731,0
6575,0
25338,0
908,0
22304,1
27037,0
24453,0
21000,0
9322,0
10163,0
7050,1
17841,1
25051,0
2198,0
18240,0
17151,0
26578,0
6885,0
22675,0
15076,0
10337,1
4814,0
7193,0
5935,0
29600,0
4239,0
21367,0
4488,0
27684,1
29457,1
2087,1
2410,0
26604,1
10076,0
7124,0
7060,0
29768,0
18053,0
9968,1
21351,1
12705,0
19959,0
32551,0
5730,0
2960,0
13481,0
25883,0
5855,0
23799,0
28476,1
29977,0
27435,0
23414,0
18452,0
5653,0
7365,0
7798,0
29331,0
28503,0
11792,0
16493,0
17816,0
16931,0
3683,0
31070,0
27582,0
12868,0
13458,1
10767,1
19717,1
628,0
26119,0
2848,0
20987,0
2836,0
25653,0
27237,1
13388,0
6161,0
2994,0
16969,0
28451,0
25186,0
12807,1
17870,0
11652,0
18790,0
26835,0
9770,0
411,1
24569,1
1973,1
10181,0
28754,0
1781,0
264,0
13474,0
130,0
31244,0
28259,0
17227,0
27766,0
25603,0
20206,0
21867,0
30908,0
32231,0
11490,0
5053,0
8408,1
23889,0
6222,0
487,0
20501,1
26397,0
9146,1
17530,1
32502,0
31522,0
8224,0
6705,1
26061,0
21206,0
2338,0
30012,0
6564,0
21345,1
21953,1
9627,0
31003,1
26922,0
18129,0
8375,0
1432,0
24756,1
6169,0
31119,0
23226,0
6455,0
2482,0
29837,0
19500,0
24326,0
22077,0
4642,0
4971,0
7855,0
32263,0
26230,0
26723,0
210,0
22671,1
6709,0
26785,1
20443,0
8245,1
21862,1
32244,0
14632,1
18442,0
13065,0
9311,0
21487,1
31127,0
14670,0
23655,0
6847,1
21417,1
15200,1
12249,0
25282,0
17944,0
13115,0
14537,0
16158,0
2864,1
14343,0
11420,0
9676,0
23837,0
16224,0
19116,0
2258,0
29366,0
2884,0
16987,0
4823,0
11463,1
11669,1
4955,1
21883,0
23501,1
12801,1
13868,0
31436,0
11380,0
7210,0
262,0
12840,0
10824,1
3918,0
11562,0
25123,0
12568,0
6653,0
1890,0
7897,0
29382,0
28104,0
12274,0
15952,1
32346,0
12605,0
17009,0
10629,0
31895,1
30884,1
31744,0
9599,0
26212,0
22916,0
30914,0
186,0
16034,0
11477,0
27731,0
5231,0
29220,1
13955,0
6328,0
74,0
27419,0
7625,0
1680,0
1362,0
16266,0
30860,1
11691,1
9660,1
620,1
12610,0
21992,0
25303,0
32096,0
12672,1
12552,1
1371,0
2131,0
16939,0
23233,0
31719,0
19238,0
12447,0
23805,1
21816,0
27087,0
5495,0
24585,0
9566,0
21313,0
11927,0
13722,0
14053,0
13950,0
13932,1
1408,1
26801,0
9167,0
3572,0
14070,0
29034,1
4465,0
24467,0
23460,1
1342,0
30001,0
25207,0
23701,1
31594,0
32485,0
4893,0
1954,0
24720,0
4033,0
4335,0
5397,1
22604,0
3651,0
1746,0
27943,0
30404,0
5977,1
15708,0
2955,1
21663,0
1655,1
19329,0
19946,1
4870,0
3150,1
9118,0
21798,0
18536,0
4448,0
16022,0
24814,1
26146,0
27198,1
15460,0
19582,0
6968,0
16962,1
18655,0
26344,0
9499,0
28733,1
8952,0
26600,0
10717,0
31372,0
25008,0
54,0
3483,1
16416,0
19685,0
26287,0
1209,0
21452,0
13548,0
9732,0
19567,0
9392,0
8433,0
17470,0
13251,0
21920,0
11932,1
5331,1
3363,1
11428,0
2308,0
28703,0
28434,1
28827,1
4471,0
7607,1
5378,1
16600,1
5674,0
30291,0
2555,0
15893,1
2833,1
8543,0
30337,1
25276,0
5457,0
11212,0
1859,0
226,0
24769,0
15997,0
10174,0
23787,0
8624,0
26361,0
21160,1
1399,1
4483,0
23214,0
28153,0
28126,0
12636,0
16846,0
8884,0
2480,0
23389,0
11024,0
3480,0
4442,1
19442,0
10530,1
6866,0
3124,0
14115,0
26245,1
15936,1
23168,1
16050,0
9372,0
2826,0
23806,0
30060,0
5762,1
27257,0
16998,0
13555,1
21517,0
20697,0
23238,1
2578,0
13973,0
20670,0
14534,0
8593,1
30960,0
30389,0
6070,0
13608,0
12461,0
5196,0
15852,0
22401,0
11414,0
17680,0
18834,0
20214,0
20440,0
7950,1
22804,0
25924,0
7979,0
23758,0
10875,0
6192,0
14613,0
2725,0
10746,1
9546,0
9125,0
13083,0
5134,0
3775,0
32344,0
14112,0
7668,0
13496,0
6675,1
6002,0
16955,0
20635,0
6747,0
30074,0
2147,0
19930,0
30130,0
24240,0
29504,0
4036,1
6940,0
9777,0
12158,0
19260,0
7932,0
1612,0
5896,1
13081,0
23036,0
19734,0
1249,1
29276,1
25032,1
16529,0
20255,0
2665,0
20757,0
19148,0
30460,0
1924,1
9140,0
30094,0
21040,0
18122,1
6541,0
27063,1
25997,0
7779,0
11612,0
5768,0
25615,0
9159,0
2890,0
25174,0
1771,0
12953,0
13286,0
20372,0
16267,0
31818,1
5900,1
8339,0
789,1
12809,0
9577,0
23699,1
9578,0
16688,0
28215,1
11377,1
26107,0
10075,0
3362,0
32478,0
12808,1
29897,0
23003,0
16483,0
5526,1
7401,1
31390,0
22756,1
1298,1
10758,1
20701,0
115,1
11862,0
3375,0
3451,1
11163,0
4170,0
21598,0
6424,1
28502,0
10082,0
20848,1
28123,0
18137,1
5753,0
16550,0
31446,0
30923,0
32034,0
8812,1
31009,1
3717,0
31843,1
23789,0
2919,0
8939,1
26781,0
1439,0
32147,0
5673,0
15310,1
15480,1
18358,1
30339,0
12511,1
13693,1
7435,0
29225,0
28636,0
12380,0
11216,1
8266,1
11717,0
17855,0
26189,0
9997,1
2993,0
20361,0
9251,0
793,0
7750,0
4357,0
25210,0
5863,0
8489,0
17355,0
30239,1
15134,1
83,0
21689,1
11247,0
17598,0
17061,0
7221,0
24635,1
9542,1
28587,0
21861,0
32274,1
12255,1
31544,1
27261,0
13223,0
3503,0
10943,0
4793,0
1908,0
11628,0
15474,0
23571,0
12604,0
24593,0
18265,0
25805,1
30305,0
11004,1
20884,1
26152,0
30805,1
21565,0
1696,1
21869,0
28275,1
31438,0
22740,0
29042,0
25618,0
2662,1
22928,1
6489,0
6945,0
29927,1
3242,1
28482,0
10246,0
4993,1
32069,0
31012,0
21342,0
18276,0
31659,0
12056,0
3804,0
19330,0
12734,0
6588,0
7053,0
15987,0
11610,0
6440,0
14674,0
11550,1
192,0
10187,0
25331,0
31014,0
29243,0
29496,0
1633,1
10209,0
21510,0
11137,0
2137,1
4588,1
7180,1
26796,0
4695,0
28621,0
15306,1
17632,0
3856,0
18690,0
14441,0
8138,0
5409,0
12377,0
1287,0
15605,0
16251,0
25509,1
18057,0
5182,0
2117,0
28224,0
14120,1
9087,0
22494,0
12515,0
22175,0
600,0
14289,1
15953,0
24407,0
32253,0
30033,0
23493,0
2711,0
24793,1
4837,0
24011,1
3695,0
30655,0
1379,0
3466,0
23583,0
24664,0
1545,0
32315,0
5874,0
3360,1
13337,1
4186,0
18650,0
20352,1
3488,0
19059,0
26676,1
22333,1
31927,0
6979,0
30763,1
26151,0
17784,1
13210,0
20342,0
26198,1
7407,0
19877,0
8517,0
26318,1
19698,0
19241,0
30532,0
12452,1
28550,0
26672,0
30618,0
32558,0
6170,0
28052,1
3614,0
17844,0
24483,1
32014,0
20950,0
19565,0
14922,1
25084,0
2998,0
14198,1
31019,0
3069,0
9233,0
8449,0
6568,0
14243,1
17302,0
485,0
8647,0
13987,0
26830,1
14877,0
6869,0
19588,0
12501,0
26235,0
21431,1
2571,0
13633,1
28689,1
28746,1
482,1
28802,1
31969,1
32430,0
18733,0
11326,1
602,1
4184,0
23572,0
9729,0
25652,0
27872,1
7538,1
26716,1
25371,0
5301,1
6415,0
8725,1
3032,0
17468,0
23180,0
24995,0
3549,0
10149,0
5805,0
30630,1
11320,0
18250,0
18573,0
8476,0
18665,0
19450,0
9855,0
28344,1
449,0
29272,0
32364,0
31518,1
22459,0
16352,1
14290,0
11106,1
4451,1
25130,0
20067,0
7405,0
11961,0
23489,0
21250,0
12421,0
2948,0
31128,0
5294,0
2283,0
26176,0
5960,0
13532,0
2460,1
10077,0
10765,1
10843,0
20831,0
16633,0
30244,1
30551,1
2876,0
28122,0
13845,0
17572,0
30528,0
11431,0
1567,1
19511,1
13460,0
17202,0
31408,1
8460,1
24925,0
28899,1
2668,0
17224,0
170,0
20116,1
6602,1
3222,0
19124,1
9275,0
10192,0
2001,0
19374,0
22202,0
31846,0
28099,0
5308,0
2656,0
29873,0
21041,0
23618,0
12773,0
9828,0
11799,0
8405,0
18046,0
11319,1
30955,0
30064,1
23598,0
7715,0
4787,0
21021,1
24989,0
4887,0
18621,0
26743,0
19621,1
9379,0
11510,1
30030,1
31825,0
21973,0
12928,0
20999,0
7639,1
21729,0
22418,0
17610,0
15616,0
6248,1
26936,0
3449,0
10646,0
10171,0
5212,0
28290,0
31607,0
31649,0
27530,0
29942,0
21693,0
22505,0
9560,0
8643,0
18597,1
4019,1
13341,0
7547,0
5,1
2379,0
28307,0
9230,0
12787,0
5968,1
4074,0
27846,0
30102,0
20413,0
576,0
2902,0
22367,0
6012,0
1749,0
21453,0
31034,0
10475,0
13191,0
31749,0
12346,0
27573,0
30744,0
4261,1
28240,0
25709,0
21360,0
24535,0
3246,0
768,1
12059,0
9281,0
31412,1
6930,0
17864,0
27070,0
30282,0
24823,0
31542,0
13513,0
15909,1
25507,0
17899,0
11850,0
13699,0
1920,1
10584,0
9689,1
29645,0
10003,0
9207,0
3699,0
25106,0
12803,0
28977,1
17943,1
2221,0
28735,0
6025,1
14837,0
6526,0
30661,1
27012,1
19152,0
7213,0
10519,1
27824,0
31179,0
10779,0
12966,0
4472,0
14814,0
4571,0
20680,0
4155,0
10742,0
13716,1
28056,0
6790,1
13668,0
16264,0
17092,0
26496,0
3015,0
31100,0
19523,1
30210,0
11443,0
16016,1
4991,0
32463,0
25872,1
5624,0
31043,0
23453,1
10522,0
3768,0
2496,0
8995,0
8734,1
13261,1
8882,0
28696,0
6095,0
22015,0
16908,1
22073,0
8975,1
2908,0
24723,0
15053,0
16749,0
28213,1
12762,0
1418,0
486,0
17069,1
13686,1
21124,0
26565,0
22441,0
4485,1
16541,0
31049,0
7645,0
15860,0
24754,0
25562,0
20118,0
27167,0
7371,0
9874,0
7970,0
21317,0
1133,0
23500,1
30113,0
6893,0
20062,0
10356,0
4047,0
27740,1
19764,0
31309,0
11516,0
19938,0
16568,0
12697,0
19584,1
18800,0
2375,0
24598,0
23075,0
6150,1
28593,0
29664,0
1891,0
13682,0
18503,0
12849,0
18822,0
820,0
24360,1
28864,0
18318,0
30142,0
16358,0
30481,0
16376,0
30329,0
24185,0
24508,0
22021,0
26,0
11810,1
245,0
22839,0
4326,0
23231,0
16849,0
30731,1
25691,0
22962,0
19,0
26951,0
29485,0
29354,1
31655,1
20130,0
8719,0
17089,0
21229,0
30401,0
30119,0
24654,0
27712,0
15808,1
28008,0
8356,0
10871,0
11423,0
1468,0
12752,1
21895,0
31595,0
23435,0
2007,1
21773,1
24439,0
28354,0
18359,0
32219,0
1427,0
32161,1
23808,0
10512,0
17399,0
3824,1
22792,1
18230,0
4029,0
19167,0
12664,0
29326,1
12237,0
4046,1
21467,0
4084,0
909,1
9216,1
27267,0
7694,1
13751,0
7964,0
19464,1
1177,0
29653,1
651,0
24988,0
902,0
9017,0
1042,0
10755,1
20326,1
4477,0
25212,0
10379,0
12205,0
20522,0
29832,0
32223,0
33,0
5102,0
17936,0
28521,0
13166,0
3153,0
13623,0
29015,1
5217,0
10801,0
5815,1
18028,0
18705,0
27939,0
2809,0
30316,1
31044,0
12039,0
14119,0
22188,0
24071,0
31772,1
26012,1
24491,0
24426,0
31826,0
19575,0
16410,0
10649,0
28364,1
18757,0
18569,0
1378,1
11060,1
20639,0
14893,0
10324,1
22366,0
17008,0
1553,1
16210,1
20299,1
31865,0
26191,0
5644,0
15260,0
3563,0
3252,1
29237,0
7234,0
6923,0
14816,0
9001,0
26197,0
8990,0
25894,0
27010,0
478,1
11692,0
19712,0
23135,0
8292,0
26246,0
6127,0
27408,1
15350,0
2657,0
17535,0
10939,0
10248,0
31864,0
23488,1
9065,1
25066,0
24742,1
18593,0
242,0
11425,1
22062,0
16894,0
18553,0
20934,0
24096,0
5005,1
13628,1
1535,0
8564,1
9237,0
27447,0
7471,1
11231,0
3833,0
20101,0
16747,0
12713,0
13408,0
31897,0
31512,0
7729,0
8130,0
9063,0
9205,1
1403,0
26689,0
15030,0
26713,0
4149,0
27347,1
201,0
16074,1
24582,1
29985,0
10372,1
10761,0
29563,0
15829,0
21537,0
21989,0
1938,0
15316,0
12973,1
24024,0
30735,1
14960,1
27541,1
15439,0
26551,0
20095,0
31099,0
8744,0
3950,0
32519,1
13317,0
16516,1
14925,1
18592,1
17318,1
20448,0
5364,1
9062,0
17321,0
23325,0
31159,1
13391,0
36,0
5772,0
31801,1
32416,0
3634,0
13914,0
17174,1
14546,1
31042,0
14865,0
9947,0
8870,0
19413,0
25556,0
31418,0
1358,1
29750,1
28157,0
12257,0
6193,0
10967,0
18718,0
21980,0
8034,1
16259,0
30743,0
11052,0
16622,0
10620,0
6888,0
20340,0
1009,0
30456,0
869,0
27480,1
10792,0
7300,1
22747,0
31394,1
13437,0
18667,0
19921,0
17925,0
9341,0
27108,0
14314,0
9384,0
28719,0
9916,0
7700,0
3583,0
11155,0
14731,0
23273,0
7707,0
28853,0
590,0
6380,1
20277,0
4180,1
15828,0
9185,0
9381,0
6884,0
31530,0
4978,0
12078,0
14454,1
7017,1
17659,1
27942,0
4404,0
25148,0
30489,0
15911,0
12428,1
16053,0
2421,0
570,0
2030,0
9664,0
11569,0
28961,0
6836,1
20270,0
9998,0
26722,0
27532,1
9022,1
27148,1
3835,0
8674,0
12735,0
20093,0
16805,0
23031,1
32028,0
25689,0
1218,1
14765,0
24140,0
2420,0
9559,0
24684,1
21038,0
31592,0
29292,1
26309,0
18849,0
21789,0
12256,1
4119,1
21195,0
22929,0
13605,1
25436,0
11689,0
6151,0
7851,0
16323,0
13896,0
22609,0
30450,0
7015,0
19210,0
19770,0
20562,1
30784,0
15624,1
30198,0
6647,0
31992,0
19586,0
17839,0
4063,0
26192,1
17105,0
12330,0
8362,0
10294,0
25743,1
23484,1
12284,0
5776,1
18693,0
8849,0
26603,0
20471,0
1652,0
31996,0
5998,0
8306,0
7804,0
18259,0
4275,1
22934,0
17617,1
25896,0
4300,0
11406,1
18123,0
12326,0
13110,0
31940,0
22291,0
11657,0
10255,1
6259,0
10019,0
17623,0
8556,0
30021,0
28634,0
1848,0
20690,0
5759,0
31206,0
22760,1
11236,1
6912,1
16051,0
944,0
11614,0
14517,0
18196,1
1488,1
27650,0
7382,0
4782,0
3369,0
25625,0
8014,0
949,1
20498,1
16343,0
4274,0
943,0
30097,1
1731,1
21089,0
20085,0
24163,0
440,0
2829,0
27468,0
28097,0
22508,1
260,0
23105,0
4813,0
15152,0
25406,0
1775,0
30544,1
1977,0
32040,0
15007,0
29132,0
1272,0
28340,1
9972,1
9849,0
12400,0
18371,0
12403,0
30831,0
30862,0
26944,1
22683,0
28071,0
25385,1
11753,1
