,pred
23519,0
28302,0
9789,1
10921,0
9812,0
20695,1
1868,0
16649,1
15601,1
6811,0
7246,1
28324,0
9162,1
10524,1
26408,0
7289,0
9580,1
28630,0
12357,0
20762,0
2732,0
7254,1
22985,0
23475,1
20935,1
26383,0
19756,0
522,1
18459,1
28507,1
27595,1
1591,1
14675,0
1383,0
15724,1
9050,0
24796,0
32233,1
23731,0
7059,1
17761,1
23840,0
3048,1
26218,1
21782,1
20066,1
19553,0
6160,1
8711,1
9327,0
6263,1
3146,0
23825,1
6922,1
11795,0
7909,0
18416,1
15102,1
16093,0
28206,1
21248,1
24390,1
1438,1
7045,0
25279,1
19743,0
6268,0
528,1
12594,0
19572,1
18978,0
352,0
27878,0
24928,0
5355,1
24379,1
17606,0
29360,1
8588,1
10023,0
17655,1
5695,1
28319,0
2298,1
10086,0
2483,0
31855,1
25382,1
16768,0
12282,0
29411,0
15416,0
21669,0
14589,1
28115,1
4764,1
25438,1
783,0
1537,0
30892,1
28368,1
5125,1
27102,1
6855,0
18969,0
23674,0
28318,1
23796,1
2814,0
3546,0
8250,1
19813,1
12373,1
3870,0
63,1
16196,1
13070,1
18764,1
20899,1
15448,1
1465,0
15992,1
8730,0
21617,1
12231,1
7170,0
22246,0
3089,0
17101,0
8324,0
13569,1
8892,0
3204,0
27726,1
4505,1
32275,1
10494,1
21535,0
29779,0
23822,0
15921,0
18298,1
5807,1
17865,1
16111,1
19325,0
9609,0
1288,1
27866,0
8866,0
9330,1
25759,0
19320,1
18382,0
10775,0
27418,1
16696,1
8944,1
11276,0
2315,0
24485,0
4410,1
14272,1
7860,1
23917,0
7236,1
5234,0
5012,0
30428,0
5452,0
28161,1
30236,1
21858,1
24418,1
2280,1
3499,1
5264,0
30300,1
28996,1
27083,0
26239,1
5954,1
16504,1
5563,0
6814,0
23041,0
8354,1
9880,0
30520,1
25528,0
29484,0
7540,1
5881,0
19324,0
2091,0
20204,1
22036,1
15569,0
12536,1
20182,0
9371,1
25878,1
9037,1
19207,0
23905,0
16712,1
15559,0
6123,1
23276,0
21475,0
29567,0
6786,0
2655,0
21627,1
17725,0
16084,1
8201,0
14172,1
12754,1
18851,0
4504,1
24802,0
29912,0
21680,1
23611,1
12261,1
12271,0
23266,0
561,1
3502,1
3636,0
30137,1
24613,1
26475,1
7380,1
31994,1
20622,0
14896,0
29824,1
15786,0
2954,0
18378,1
30870,1
10822,0
24868,1
11034,0
26824,1
12546,0
348,1
1271,1
7803,1
1515,0
25218,0
14427,0
31236,0
16635,1
15187,1
14387,1
13498,1
13702,1
9806,1
6101,1
1155,1
25209,1
11125,0
3402,1
20850,1
5010,1
15895,0
24148,0
28815,1
8186,1
25725,0
9738,1
640,1
30767,0
842,0
12832,1
2527,1
21621,1
21747,0
19227,0
11588,0
17135,1
20559,0
5128,1
21168,0
11307,1
25011,1
16106,1
12606,1
28337,0
10288,0
23142,0
17146,0
25629,1
14970,0
12338,0
24352,1
25940,0
12045,1
13275,0
7898,0
29626,1
13844,1
18026,0
28954,0
31413,0
31831,1
23026,0
9733,1
16225,1
1892,0
9134,1
3675,0
22829,0
14254,1
32406,1
12933,0
9479,0
19620,0
16213,1
27672,1
22280,1
11602,1
28137,0
25686,1
17022,0
31970,0
29797,0
7434,0
27806,1
2063,0
24675,1
12753,1
16787,0
15765,0
27753,0
1844,0
13992,1
10214,1
20970,1
1193,0
28095,0
7859,1
7274,0
10514,1
2173,1
8691,0
7742,1
24081,0
25787,0
8822,1
19171,0
32076,0
12746,1
6570,1
6185,1
30978,1
26359,1
9377,0
3604,0
12104,1
31496,0
15957,0
5631,0
12620,0
28581,0
2624,1
18110,1
24452,1
19306,1
18014,0
22796,0
3658,1
28527,1
5980,0
24904,1
14489,1
4731,1
28687,1
31250,0
12440,1
6545,0
9114,1
25634,1
18613,1
24741,1
13726,0
1805,0
21876,1
29324,1
30834,1
25324,0
2981,1
6920,0
1496,1
18150,0
27915,1
4537,0
29900,1
29439,0
19957,1
17093,1
20151,1
22669,0
2801,0
20047,1
3850,0
32145,0
15999,1
6819,0
30918,0
20,1
3735,0
28922,0
25293,0
26792,1
5350,0
18629,0
21045,0
11190,1
13116,0
32388,0
18956,0
15427,0
28427,0
3169,1
2122,0
8693,0
14263,1
6689,0
28492,1
3039,0
3595,1
10067,0
14693,0
3186,1
2745,1
27655,1
29862,0
24194,1
12827,0
22444,1
9019,1
10401,1
21884,1
13521,0
14745,0
7693,0
14301,1
28745,1
26023,1
2804,1
10176,1
3368,0
20755,0
23525,1
22486,0
5770,1
1788,0
794,1
9081,0
25462,0
20581,1
21533,0
25687,1
18870,0
29640,0
30376,1
11518,1
21198,1
27431,0
23213,0
376,0
4548,1
26537,0
4016,1
11303,0
11176,1
28791,1
30917,1
29059,0
21051,1
24701,0
31153,1
14585,1
29188,1
23469,0
8121,1
9521,1
16977,0
14957,0
13303,0
16717,1
17631,0
29269,0
4053,0
16577,1
22893,1
4714,0
13012,0
24788,1
28904,1
28724,0
16522,0
8422,0
13390,1
30004,1
28027,0
11016,1
21403,1
5731,0
6575,1
25338,1
908,0
22304,1
27037,1
24453,0
21000,1
9322,1
10163,1
7050,0
17841,1
25051,1
2198,1
18240,0
17151,0
26578,0
6885,0
22675,1
15076,0
10337,1
4814,0
7193,0
5935,0
29600,1
4239,1
21367,1
4488,1
27684,0
29457,0
2087,1
2410,0
26604,0
10076,0
7124,0
7060,1
29768,1
18053,0
9968,1
21351,0
12705,0
19959,1
32551,0
5730,1
2960,0
13481,0
25883,1
5855,1
23799,0
28476,1
29977,1
27435,1
23414,1
18452,1
5653,0
7365,0
7798,0
29331,0
28503,1
11792,0
16493,0
17816,0
16931,1
3683,1
31070,0
27582,1
12868,1
13458,0
10767,1
19717,0
628,1
26119,0
2848,0
20987,0
2836,0
25653,1
27237,0
13388,1
6161,1
2994,0
16969,1
28451,1
25186,0
12807,0
17870,0
11652,0
18790,1
26835,0
9770,1
411,0
24569,1
1973,0
10181,0
28754,1
1781,1
264,1
13474,0
130,1
31244,0
28259,0
17227,1
27766,0
25603,0
20206,0
21867,1
30908,0
32231,1
11490,1
5053,0
8408,0
23889,0
6222,0
487,1
20501,1
26397,0
9146,1
17530,0
32502,0
31522,1
8224,1
6705,1
26061,1
21206,1
2338,0
30012,1
6564,1
21345,0
21953,1
9627,0
31003,0
26922,1
18129,1
8375,1
1432,1
24756,1
6169,1
31119,0
23226,0
6455,0
2482,1
29837,0
19500,0
24326,0
22077,0
4642,1
4971,1
7855,0
32263,0
26230,0
26723,1
210,0
22671,1
6709,0
26785,1
20443,0
8245,0
21862,0
32244,0
14632,0
18442,0
13065,1
9311,0
21487,1
31127,0
14670,0
23655,0
6847,0
21417,0
15200,1
12249,1
25282,0
17944,0
13115,1
14537,0
16158,1
2864,1
14343,0
11420,1
9676,0
23837,0
16224,0
19116,1
2258,0
29366,1
2884,1
16987,0
4823,1
11463,1
11669,0
4955,0
21883,1
23501,1
12801,0
13868,0
31436,0
11380,0
7210,1
262,1
12840,0
10824,1
3918,0
11562,1
25123,0
12568,1
6653,0
1890,1
7897,0
29382,1
28104,1
12274,0
15952,0
32346,0
12605,1
17009,0
10629,1
31895,0
30884,1
31744,1
9599,1
26212,0
22916,1
30914,1
186,1
16034,0
11477,0
27731,1
5231,0
29220,1
13955,0
6328,1
74,0
27419,0
7625,0
1680,1
1362,0
16266,1
30860,0
11691,1
9660,0
620,1
12610,1
21992,0
25303,0
32096,0
12672,0
12552,0
1371,1
2131,1
16939,0
23233,1
31719,0
19238,1
12447,0
23805,0
21816,1
27087,0
5495,1
24585,1
9566,0
21313,0
11927,1
13722,1
14053,0
13950,0
13932,0
1408,0
26801,1
9167,0
3572,0
14070,1
29034,1
4465,1
24467,0
23460,1
1342,0
30001,1
25207,0
23701,0
31594,0
32485,0
4893,1
1954,0
24720,1
4033,0
4335,1
5397,0
22604,0
3651,1
1746,1
27943,1
30404,0
5977,1
15708,1
2955,0
21663,0
1655,0
19329,1
19946,0
4870,1
3150,1
9118,1
21798,1
18536,0
4448,1
16022,0
24814,1
26146,1
27198,1
15460,0
19582,0
6968,1
16962,0
18655,1
26344,0
9499,1
28733,0
8952,1
26600,0
10717,0
31372,1
25008,0
54,1
3483,0
16416,1
19685,0
26287,1
1209,0
21452,1
13548,1
9732,0
19567,0
9392,1
8433,0
17470,1
13251,1
21920,1
11932,1
5331,0
3363,1
11428,1
2308,1
28703,0
28434,1
28827,0
4471,1
7607,0
5378,0
16600,0
5674,0
30291,1
2555,1
15893,0
2833,0
8543,1
30337,1
25276,0
5457,1
11212,0
1859,0
226,0
24769,1
15997,1
10174,1
23787,1
8624,0
26361,0
21160,0
1399,1
4483,0
23214,1
28153,0
28126,0
12636,1
16846,0
8884,1
2480,1
23389,0
11024,1
3480,1
4442,0
19442,0
10530,0
6866,0
3124,1
14115,1
26245,1
15936,0
23168,1
16050,0
9372,0
2826,0
23806,0
30060,1
5762,1
27257,1
16998,0
13555,1
21517,0
20697,0
23238,0
2578,0
13973,0
20670,1
14534,0
8593,0
30960,1
30389,0
6070,0
13608,0
12461,0
5196,1
15852,0
22401,1
11414,0
17680,1
18834,1
20214,0
20440,0
7950,0
22804,0
25924,0
7979,1
23758,1
10875,1
6192,0
14613,1
2725,1
10746,1
9546,0
9125,1
13083,0
5134,0
3775,0
32344,1
14112,1
7668,1
13496,1
6675,1
6002,1
16955,1
20635,0
6747,1
30074,0
2147,0
19930,1
30130,1
24240,1
29504,1
4036,0
6940,1
9777,1
12158,1
19260,1
7932,1
1612,0
5896,0
13081,1
23036,1
19734,0
1249,1
29276,1
25032,1
16529,0
20255,0
2665,0
20757,1
19148,1
30460,0
1924,0
9140,1
30094,0
21040,0
18122,1
6541,0
27063,1
25997,1
7779,1
11612,1
5768,1
25615,0
9159,1
2890,0
25174,1
1771,0
12953,0
13286,1
20372,0
16267,0
31818,0
5900,0
8339,1
789,0
12809,1
9577,1
23699,0
9578,0
16688,1
28215,1
11377,1
26107,1
10075,1
3362,1
32478,0
12808,0
29897,0
23003,0
16483,1
5526,0
7401,0
31390,1
22756,0
1298,1
10758,0
20701,1
115,0
11862,0
3375,1
3451,0
11163,1
4170,1
21598,0
6424,0
28502,1
10082,0
20848,0
28123,1
18137,1
5753,1
16550,0
31446,1
30923,0
32034,1
8812,0
31009,1
3717,1
31843,1
23789,1
2919,0
8939,1
26781,0
1439,1
32147,0
5673,0
15310,0
15480,0
18358,1
30339,0
12511,1
13693,0
7435,0
29225,0
28636,1
12380,1
11216,1
8266,0
11717,1
17855,0
26189,0
9997,0
2993,0
20361,0
9251,0
793,0
7750,1
4357,0
25210,0
5863,0
8489,0
17355,0
30239,1
15134,0
83,1
21689,1
11247,1
17598,0
17061,0
7221,1
24635,1
9542,0
28587,0
21861,1
32274,1
12255,1
31544,1
27261,1
13223,0
3503,1
10943,0
4793,1
1908,1
11628,1
15474,0
23571,0
12604,1
24593,0
18265,0
25805,1
30305,0
11004,1
20884,0
26152,1
30805,1
21565,0
1696,1
21869,0
28275,1
31438,0
22740,1
29042,1
25618,1
2662,1
22928,0
6489,1
6945,1
29927,1
3242,0
28482,1
10246,1
4993,1
32069,0
31012,0
21342,0
18276,0
31659,1
12056,0
3804,0
19330,1
12734,0
6588,0
7053,0
15987,1
11610,1
6440,1
14674,1
11550,1
192,1
10187,0
25331,1
31014,1
29243,1
29496,0
1633,0
10209,0
21510,0
11137,1
2137,1
4588,1
7180,0
26796,0
4695,1
28621,0
15306,1
17632,0
3856,1
18690,0
14441,1
8138,1
5409,0
12377,1
1287,0
15605,1
16251,1
25509,1
18057,1
5182,1
2117,1
28224,1
14120,1
9087,0
22494,0
12515,0
22175,1
600,0
14289,0
15953,0
24407,0
32253,1
30033,0
23493,0
2711,0
24793,0
4837,1
24011,1
3695,1
30655,1
1379,1
3466,1
23583,1
24664,1
1545,0
32315,1
5874,1
3360,1
13337,1
4186,1
18650,1
20352,1
3488,0
19059,1
26676,0
22333,0
31927,1
6979,1
30763,0
26151,0
17784,1
13210,0
20342,1
26198,0
7407,0
19877,1
8517,0
26318,1
19698,1
19241,1
30532,1
12452,0
28550,0
26672,1
30618,0
32558,0
6170,0
28052,1
3614,1
17844,0
24483,0
32014,1
20950,0
19565,1
14922,1
25084,0
2998,1
14198,1
31019,1
3069,1
9233,1
8449,0
6568,1
14243,0
17302,1
485,0
8647,1
13987,0
26830,1
14877,0
6869,0
19588,0
12501,1
26235,1
21431,1
2571,0
13633,0
28689,0
28746,0
482,1
28802,1
31969,1
32430,1
18733,0
11326,1
602,1
4184,0
23572,0
9729,0
25652,0
27872,1
7538,1
26716,0
25371,1
5301,0
6415,0
8725,0
3032,0
17468,1
23180,1
24995,1
3549,1
10149,1
5805,0
30630,1
11320,0
18250,1
18573,1
8476,1
18665,1
19450,1
9855,0
28344,1
449,0
29272,1
32364,1
31518,0
22459,1
16352,1
14290,1
11106,1
4451,1
25130,0
20067,1
7405,0
11961,0
23489,1
21250,0
12421,1
2948,1
31128,1
5294,1
2283,1
26176,1
5960,0
13532,0
2460,1
10077,1
10765,0
10843,1
20831,0
16633,0
30244,1
30551,1
2876,0
28122,0
13845,0
17572,1
30528,1
11431,1
1567,1
19511,1
13460,0
17202,1
31408,1
8460,0
24925,1
28899,1
2668,1
17224,1
170,1
20116,0
6602,0
3222,0
19124,1
9275,0
10192,0
2001,1
19374,1
22202,0
31846,0
28099,0
5308,0
2656,0
29873,1
21041,0
23618,0
12773,0
9828,1
11799,1
8405,0
18046,0
11319,1
30955,0
30064,1
23598,0
7715,0
4787,1
21021,0
24989,0
4887,1
18621,1
26743,1
19621,1
9379,0
11510,1
30030,0
31825,1
21973,0
12928,1
20999,1
7639,0
21729,0
22418,0
17610,0
15616,1
6248,0
26936,1
3449,0
10646,0
10171,0
5212,0
28290,0
31607,0
31649,0
27530,0
29942,1
21693,0
22505,1
9560,0
8643,1
18597,0
4019,0
13341,0
7547,0
5,0
2379,1
28307,1
9230,1
12787,0
5968,0
4074,1
27846,0
30102,1
20413,1
576,0
2902,0
22367,0
6012,0
1749,1
21453,0
31034,1
10475,1
13191,1
31749,0
12346,1
27573,1
30744,0
4261,0
28240,1
25709,0
21360,1
24535,0
3246,1
768,1
12059,1
9281,1
31412,0
6930,1
17864,1
27070,1
30282,1
24823,1
31542,1
13513,0
15909,1
25507,1
17899,0
11850,0
13699,1
1920,0
10584,0
9689,1
29645,1
10003,0
9207,1
3699,0
25106,1
12803,1
28977,0
17943,1
2221,1
28735,0
6025,0
14837,1
6526,0
30661,0
27012,1
19152,0
7213,0
10519,0
27824,1
31179,1
10779,1
12966,0
4472,1
14814,0
4571,0
20680,0
4155,1
10742,1
13716,0
28056,0
6790,0
13668,0
16264,0
17092,1
26496,0
3015,1
31100,1
19523,1
30210,1
11443,0
16016,1
4991,0
32463,0
25872,0
5624,0
31043,1
23453,1
10522,0
3768,1
2496,1
8995,0
8734,1
13261,1
8882,0
28696,1
6095,1
22015,0
16908,1
22073,0
8975,1
2908,1
24723,1
15053,1
16749,1
28213,1
12762,0
1418,1
486,1
17069,0
13686,0
21124,0
26565,1
22441,0
4485,0
16541,0
31049,0
7645,1
15860,0
24754,0
25562,1
20118,1
27167,0
7371,1
9874,0
7970,1
21317,0
1133,0
23500,0
30113,1
6893,1
20062,1
10356,0
4047,1
27740,1
19764,0
31309,1
11516,0
19938,1
16568,0
12697,0
19584,0
18800,0
2375,1
24598,1
23075,1
6150,0
28593,1
29664,0
1891,1
13682,0
18503,0
12849,1
18822,1
820,0
24360,0
28864,0
18318,1
30142,0
16358,1
30481,0
16376,0
30329,1
24185,0
24508,1
22021,0
26,1
11810,1
245,0
22839,0
4326,0
23231,1
16849,0
30731,0
25691,0
22962,0
19,1
26951,1
29485,1
29354,1
31655,0
20130,0
8719,0
17089,1
21229,1
30401,0
30119,0
24654,0
27712,0
15808,1
28008,1
8356,1
10871,0
11423,1
1468,1
12752,0
21895,1
31595,0
23435,1
2007,0
21773,1
24439,0
28354,1
18359,1
32219,0
1427,0
32161,1
23808,1
10512,0
17399,1
3824,0
22792,1
18230,0
4029,0
19167,1
12664,0
29326,1
12237,0
4046,1
21467,0
4084,1
909,1
9216,0
27267,1
7694,0
13751,0
7964,0
19464,1
1177,1
29653,1
651,1
24988,1
902,0
9017,0
1042,0
10755,0
20326,0
4477,0
25212,1
10379,1
12205,0
20522,1
29832,1
32223,1
33,0
5102,0
17936,1
28521,1
13166,0
3153,1
13623,1
29015,0
5217,1
10801,0
5815,0
18028,0
18705,1
27939,1
2809,1
30316,0
31044,0
12039,0
14119,1
22188,1
24071,0
31772,0
26012,1
24491,0
24426,1
31826,0
19575,0
16410,1
10649,1
28364,0
18757,0
18569,0
1378,0
11060,0
20639,0
14893,0
10324,1
22366,0
17008,1
1553,1
16210,0
20299,1
31865,0
26191,1
5644,0
15260,1
3563,0
3252,1
29237,1
7234,0
6923,0
14816,0
9001,0
26197,0
8990,0
25894,1
27010,0
478,0
11692,1
19712,0
23135,0
8292,0
26246,0
6127,1
27408,1
15350,0
2657,0
17535,0
10939,1
10248,1
31864,0
23488,1
9065,1
25066,0
24742,0
18593,1
242,1
11425,1
22062,1
16894,0
18553,0
20934,1
24096,0
5005,0
13628,1
1535,1
8564,0
9237,0
27447,1
7471,0
11231,1
3833,0
20101,0
16747,1
12713,0
13408,0
31897,0
31512,1
7729,1
8130,1
9063,1
9205,1
1403,0
26689,1
15030,1
26713,0
4149,1
27347,0
201,1
16074,1
24582,1
29985,0
10372,0
10761,1
29563,1
15829,0
21537,0
21989,0
1938,0
15316,0
12973,1
24024,1
30735,1
14960,1
27541,1
15439,0
26551,0
20095,1
31099,0
8744,1
3950,1
32519,0
13317,1
16516,0
14925,1
18592,0
17318,1
20448,1
5364,1
9062,1
17321,0
23325,0
31159,1
13391,0
36,0
5772,1
31801,1
32416,0
3634,1
13914,0
17174,0
14546,1
31042,1
14865,0
9947,0
8870,0
19413,0
25556,1
31418,1
1358,1
29750,0
28157,1
12257,0
6193,1
10967,1
18718,0
21980,0
8034,0
16259,1
30743,0
11052,1
16622,0
10620,0
6888,0
20340,1
1009,1
30456,0
869,1
27480,0
10792,1
7300,1
22747,0
31394,0
13437,0
18667,1
19921,0
17925,0
9341,1
27108,1
14314,1
9384,0
28719,0
9916,0
7700,0
3583,0
11155,1
14731,0
23273,0
7707,0
28853,1
590,0
6380,1
20277,0
4180,0
15828,1
9185,1
9381,1
6884,0
31530,0
4978,0
12078,1
14454,1
7017,0
17659,1
27942,1
4404,1
25148,0
30489,0
15911,1
12428,1
16053,0
2421,0
570,0
2030,0
9664,0
11569,1
28961,0
6836,0
20270,1
9998,0
26722,0
27532,1
9022,1
27148,0
3835,1
8674,0
12735,1
20093,1
16805,0
23031,0
32028,1
25689,1
1218,1
14765,0
24140,0
2420,1
9559,0
24684,1
21038,1
31592,1
29292,1
26309,1
18849,0
21789,1
12256,1
4119,0
21195,0
22929,1
13605,1
25436,0
11689,0
6151,0
7851,0
16323,1
13896,0
22609,1
30450,1
7015,0
19210,0
19770,0
20562,0
30784,0
15624,1
30198,0
6647,1
31992,1
19586,1
17839,1
4063,0
26192,0
17105,1
12330,1
8362,0
10294,1
25743,0
23484,1
12284,0
5776,1
18693,0
8849,1
26603,0
20471,1
1652,1
31996,1
5998,0
8306,0
7804,1
18259,1
4275,0
22934,0
17617,1
25896,0
4300,0
11406,0
18123,0
12326,0
13110,1
31940,0
22291,1
11657,1
10255,1
6259,1
10019,0
17623,0
8556,1
30021,1
28634,1
1848,0
20690,0
5759,1
31206,1
22760,1
11236,1
6912,0
16051,0
944,0
11614,0
14517,0
18196,0
1488,1
27650,0
7382,1
4782,0
3369,0
25625,0
8014,0
949,0
20498,0
16343,0
4274,1
943,0
30097,1
1731,0
21089,1
20085,0
24163,0
440,1
2829,0
27468,1
28097,1
22508,1
260,1
23105,0
4813,0
15152,0
25406,1
1775,1
30544,0
1977,1
32040,1
15007,0
29132,0
1272,0
28340,1
9972,0
9849,0
12400,1
18371,1
12403,0
30831,1
30862,1
26944,1
22683,1
28071,1
25385,1
11753,1
